,title,author,genre_1,genre_2,brank,rate,count,isbn
755,당신의 영향력은 생각보다 강하다,버네사 본스,"인문, ","인문학일반, 인문교양, ",245,9.45,32.0,9788933872109.0
756,권지수 교육학 필수요약집 요점쏙쏙,권지수,"인문, ","임용고시, 교육학개론, ",246,10.0,1.0,9791169872485.0
757,플라톤 국가(그리스어 원전 완역본),플라톤,"인문, ","철학, 서양철학자, ",247,10.0,30.0,9791139710892.0
758,또딴체 손글씨,또딴,"인문, ","독서/글쓰기, 글쓰기, ",248,10.0,16.0,9788969525406.0
759,2023 한국어교육능력검정시험 5년간 기출문제해설,안혜진,"인문, ","언어학, 한국어/한국사/한자능력시험, ",249,10.0,4.0,9791138344135.0
760,이어령의 마지막 수업,김지수 외,"인문, ","인문학일반, 인문교양, ",49,9.71,563.0,9791170400523.0
761,이어령의 마지막 수업,김지수 외,"인문, ","인문학일반, 인문교양, ",49,9.71,563.0,9791170401643.0
762,일상의 빈칸,최장순,"인문, 경제/경영, ","인문학일반, 인문교양, 마케팅/광고/고객, 광고/홍보/브랜드, ",151,9.42,25.0,9791140704439.0
763,나는 왜 생각이 많을까?,홋타 슈고,"인문, 과학, ","심리학, 교양심리, 교양과학, 뇌과학, ",152,9.28,78.0,9791190179874.0
764,내 주위에는 왜 멍청이가 많을까,장 프랑수아 마르미옹,"인문, ","심리학, 교양심리, ",153,8.9,86.0,9788952756879.0
765,인간 본성의 법칙,로버트 그린,"인문, ","심리학, 교양심리, ",154,9.58,388.0,9791190182560.0
766,감정은 어떻게 만들어지는가?,리사 펠드먼 배럿,"인문, ","심리학, 교양심리, ",156,9.7,65.0,9791188096428.0
767,영화와 상담심리가 만나다,김은지,"인문, 예술/대중문화, ","심리학, 교양심리, 영화, 영화이야기, ",157,0.0,,9791190888240.0
768,"정확한 말, 세련된 말, 배려의 말",강성곤,"인문, 인문, ","언어학, 국어학, 언어학, 국어학, ",158,10.0,12.0,9791197791796.0
769,셰익스피어 카운슬링,체사레 카타,"인문, ","인문학일반, 인문교양, ",159,10.0,2.0,9791130642543.0
770,내 사주는 내가 본다: 명리학 편,알버트,"인문, 인문, ","역학/사주, 사주학, 역학/사주, 사주학, ",160,10.0,1.0,9791197410376.0
771,내 안의 깊은 눈,신은경,"인문, ","심리학, 교양심리, ",161,10.0,3.0,9791192638133.0
772,사회주의자로 산다는 것,임승수,"인문, ","인문학일반, 인문교양, ",162,10.0,6.0,9791198219640.0
773,불필요한 생각 버리기 연습,스즈키 도시아키,"인문, ","심리학, 교양심리, ",163,9.81,48.0,9791198060556.0
774,"나, 아직 열리지 않은 선물",원제,"인문, 종교, ","철학, 교양철학, 불교, 불교선/깨달음, ",164,9.84,12.0,9791192997216.0
775,원페이지 교육학 기본서(상),Dave,"인문, ","임용고시, 교육학개론, ",165,9.75,12.0,9791197093722.0
776,여행의 시간,김진애,"인문, 시/에세이, 여행, ","인문학일반, 인문교양, 나라별 에세이, 한국에세이, 여행에세이, ",166,9.5,19.0,9788936479251.0
777,무기력의 심리학,브릿 프랭크,"인문, ","심리학, 교양심리, ",167,9.94,31.0,9788965965565.0
778,작가는 어떻게 읽는가,조지 손더스,"인문, 인문, ","인문학일반, 인문교양, 독서/글쓰기, 독서, ",168,9.88,58.0,9791167740892.0
779,도올주역강해,도올(김용옥),"인문, ","역학/사주, 역학, ",169,9.86,76.0,9788982641534.0
780,사랑 수업,윤홍균,"인문, 자기계발, 자기계발, ","심리학, 교양심리, 인간관계, 인간관계일반, 인간관계, 남녀관계, ",170,9.79,72.0,9791186757666.0
781,나는 왜 네 말이 힘들까,박재연,"인문, 자기계발, 자기계발, ","심리학, 교양심리, 인간관계, 인간관계일반, 화술/협상, 대화/화술, ",171,9.5,83.0,9791190846011.0
782,한자의 풍경,이승훈,"인문, ","언어학, 한문학, ",174,10.0,10.0,9791169811323.0
783,요즘 어른을 위한 최소한의 맞춤법,이주윤,"인문, ","독서/글쓰기, 글쓰기, ",175,9.88,32.0,9791191825848.0
784,2023 한국실용 글쓰기 실제 기출분석,이영택,"인문, ","독서/글쓰기, 글쓰기, ",176,9.57,20.0,9791138341899.0
785,휴먼카인드(리커버 특별판),뤼트허르 브레흐만,"인문, ","인문학일반, 인문교양, ",177,9.69,176.0,9791191056471.0
786,인생의 태도,웨인 다이어,"인문, 자기계발, ","인문학일반, 인문교양, 성공/처세, 자기관리/처세, ",178,9.4,146.0,9791165211653.0
787,김혜순의 말,김혜순,"인문, ","인문학일반, 인문교양, ",179,0.0,,9788960908222.0
788,은유가 바꾸는 세상,김용규 외,"인문, ","인문학일반, 인문교양, ",180,0.0,,9791190413527.0
789,인류의 여정,오데드 갤로어,"인문, ","인문학일반, 인문교양, ",181,9.66,73.0,9791169255820.0
790,2023 기출이 답이다 청소년상담사 3급,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",182,10.0,11.0,9791138337533.0
791,"당신이 ADHD라고 해서, ADHD가 당신은 아니다",김강우,"인문, ","심리학, 심리치료, ",183,9.81,34.0,9791191658163.0
792,질서 너머,조던 피터슨,"인문, 인문, 자기계발, ","인문학일반, 인문교양, 심리학, 교양심리, 성공/처세, 자기관리/처세, ",184,9.3,396.0,9788901249599.0
793,소비의 사회,장 보드리야르,"인문, 인문, 대학교재, ","철학, 서양철학자, 대학교재, 철학, 인문, 철학, ",185,9.37,44.0,9788931000016.0
794,오래된 연장통,전중환,"인문, ","심리학, 교양심리, ",186,9.51,62.0,9788983711168.0
795,우리가 인생이라 부르는 것들(리커버 특별판),정재찬,"인문, ","문학이론, 문학비평/평론, ",187,10.0,10.0,9791168340992.0
796,2022 개정 교육과정 기반 교사 교육과정과 수업 디자인,유영식,"인문, ","교육학, 교육과정/교육평가, ",188,10.0,2.0,9791163461739.0
797,욕망의 뇌과학,폴 J. 잭,"인문, 인문, 과학, ","인문학일반, 인문교양, 심리학, 교양심리, 교양과학, 뇌과학, ",189,9.53,16.0,9791192625416.0
798,원페이지 교육학 기본서(하),Dave,"인문, ","임용고시, 교육학개론, ",190,9.17,3.0,9791197093739.0
799,갈대 속의 영원,이레네 바예호,"인문, ","독서/글쓰기, 독서, ",191,9.81,18.0,9791192107899.0
800,호모 데우스(양장 특별판),유발 하라리,"인문, ","인문학일반, 인문교양, ",192,9.95,40.0,9788934950318.0
801,나도 손글씨 반듯하게 잘 쓰면 소원이 없겠네,유한빈(펜크래프트),"인문, ","독서/글쓰기, 글쓰기, ",193,10.0,11.0,9791190846547.0
802,씽킹 101,안우경,"인문, ","심리학, 교양심리, ",194,9.6,203.0,9788965965466.0
803,"2023 에듀윌 한국사능력검정시험 한능검 기본서 심화(1, 2, 3급) 세트",에듀윌 한국사교육연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",195,9.63,32.0,9791136021106.0
804,2022~2023 큰별쌤과 재미있게 공부하는 초등 한국사능력검정시험,최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",196,9.56,34.0,9791138904803.0
805,나는 둔감하게 살기로 했다,와타나베 준이치,"인문, ","인문학일반, 인문교양, ",197,8.6,76.0,9791130600550.0
806,기억의 뇌과학,리사 제노바,"인문, ","심리학, 교양심리, ",198,9.79,119.0,9788901259727.0
807,묘사의 힘,샌드라 거스,"인문, ","독서/글쓰기, 글쓰기, ",199,9.54,78.0,9791155814024.0
808,홀로서기 심리학(7만 부 기념 스페셜 에디션),라라 E. 필딩,"인문, ","심리학, 교양심리, ",200,9.66,301.0,9791190538206.0
809,유럽 도시 기행 2,유시민,"인문, ","인문학일반, 인문교양, ",51,9.8,192.0,9788965137702.0
810,스토리 설계자,리사 크론,"인문, ","독서/글쓰기, 글쓰기, ",52,10.0,2.0,9788960519848.0
811,나는 왜 사랑할수록 불안해질까,제시카 바움,"인문, 자기계발, ","심리학, 교양심리, 인간관계, 남녀관계, ",53,10.0,14.0,9788960519718.0
812,데일리 필로소피,라이언 홀리데이 외,"인문, ","철학, 교양철학, ",54,9.84,117.0,9791130679365.0
813,당신이 옳다,정혜신,"인문, 인문, ","심리학, 교양심리, 심리학, 심리치료, ",55,9.5,1167.0,9788965746669.0
814,현대사상 입문,지바 마사야,"인문, 인문, ","철학, 교양철학, 철학, 서양철학일반, ",56,10.0,16.0,9788950927400.0
815,사피엔스(양장 특별판),유발 하라리,"인문, ","인문학일반, 인문교양, ",57,9.62,222.0,9788934943235.0
816,2023 해커스 한국사능력검정시험 2주 합격 심화(1급·2급·3급),해커스 한국사연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",58,10.0,33.0,9788969653277.0
817,소유냐 존재냐,에리히 프롬,"인문, ","심리학, 심리학자, ",59,9.7,96.0,9788972917038.0
818,금강경 마음공부,페이융,"인문, 자기계발, 종교, ","인문학일반, 인문교양, 성공/처세, 삶의지혜/조언, 불교, 불교입문, ",60,9.66,93.0,9791192300580.0
819,"큰별쌤 최태성의 별별한국사 7일의 기적 한국사능력검정시험 심화(1, 2, 3급)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",61,10.0,10.0,9791138915809.0
820,당신이 모르는 민주주의,마이클 샌델,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 사회사상, ",62,9.65,116.0,9791168415096.0
821,"2023 큰별쌤 최태성의 별별한국사 시대별 기출문제집 한국사능력검정시험 심화(1,2,3급)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",63,9.9,65.0,9791138911757.0
822,역사의 쓸모,최태성,"인문, 역사/문화, ","인문학일반, 인문교양, 역사일반, 역사이야기, ",65,9.73,1094.0,9791130621968.0
823,자존감 수업,윤홍균,"인문, 자기계발, 자기계발, ","심리학, 교양심리, 성공/처세, 자기관리/처세, 인간관계, 인간관계일반, ",66,9.36,1786.0,9791186757093.0
824,나에겐 상처받을 이유가 없다,원은수,"인문, ","심리학, 교양심리, ",67,10.0,2.0,9791158512699.0
825,김경일의 지혜로운 인간생활,김경일,"인문, ","심리학, 교양심리, ",68,9.53,113.0,9791189217136.0
826,원페이지 모의고사,Dave,"인문, ","임용고시, 임용논술, ",69,0.0,,9791197093708.0
827,진화사고,다치카와 에이스케,"인문, ","인문학일반, 인문교양, ",70,9.44,7.0,9788965965787.0
828,사라져 가는 음식들,댄 살라디노,"인문, 역사/문화, ","인문학일반, 인문교양, 문화일반, 음식문화, ",71,10.0,3.0,9788934975427.0
829,7일 만에 끝내는 해커스 한국실용글쓰기 검정시험,해커스 한국어연구소,"인문, 취업/수험서, ","독서/글쓰기, 글쓰기, 국가자격증, 기타자격증 및 자격증안내, ",75,10.0,8.0,9788969653291.0
830,평균의 종말,토드 로즈,"인문, ","교육학, 교육학이론, ",76,8.85,22.0,9788950995874.0
831,인간의 130가지 감정 표현법,안젤라 애커만 외,"인문, ","독서/글쓰기, 글쓰기, ",77,9.4,80.0,9791185578491.0
832,경성백화점 상품 박물지,최지혜,"인문, 역사/문화, ","인문학일반, 인문교양, 문화일반, 생활사, ",78,10.0,1.0,9791191133103.0
833,챗GPT 교육혁명,정제영 외,"인문, 인문, 경제/경영, ","교육학, 교육학이론, 교육학, 사회교육/평생교육, 경제일반, 경제전망, ",79,9.48,15.0,9791192730301.0
834,나의 사주명리,현묘,"인문, 인문, ","역학/사주, 사주학, 역학/사주, 사주학, ",80,9.49,60.0,9791168100985.0
835,참 괜찮은 태도,박지현,"인문, ","인문학일반, 인문교양, ",81,9.69,116.0,9791190538480.0
836,우울할 땐 뇌 과학,앨릭스 코브,"인문, 과학, ","심리학, 교양심리, 교양과학, 뇌과학, ",82,9.48,377.0,9791156757344.0
837,여덟 단어,박웅현,"인문, ","인문학일반, 인문교양, ",83,10.0,3.0,9791197977046.0
838,북마녀의 시크릿 단어 사전,북마녀,"인문, ","독서/글쓰기, 글쓰기, ",84,9.17,12.0,9791191505115.0
839,유럽 도시 기행 1,유시민,"인문, 역사/문화, 여행, ","인문학일반, 인문교양, 역사기행, 유럽역사기행, 테마여행, 역사기행, ",85,9.28,700.0,9788965135586.0
840,소피의 세계(합본),요슈타인 가아더,"인문, ","철학, 교양철학, ",86,9.7,188.0,9788932317663.0
841,오십에 읽는 사기,김영수,"인문, 인문, ","철학, 동양고전, 중국문학론, 사기열전, ",87,9.58,61.0,9791192300627.0
842,열두 발자국(리커버 에디션),정재승,"인문, ","인문학일반, 인문교양, ",88,9.8,33.0,9791167740861.0
843,2023 에듀윌 한국사능력검정시험 한능검 2주끝장 심화,에듀윌 한국사교육연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",89,9.77,90.0,9791136021687.0
844,퇴고의 힘,Matt Bell,"인문, ","독서/글쓰기, 글쓰기, ",91,10.0,6.0,9791155816165.0
845,우울한 마음도 습관입니다,박상미,"인문, ","심리학, 교양심리, ",92,9.93,49.0,9791189217167.0
846,2023 청소년상담사 3급 한권으로 끝내기,SD 청소년상담사 수험연구소,"인문, ","교육학, 사회교육/평생교육, ",93,10.0,13.0,9791138339704.0
847,마음의 법칙,폴커 키츠 외,"인문, ","심리학, 교양심리, ",94,9.36,322.0,9791191347685.0
848,2주 만에 끝내는 해커스 KBS 한국어능력시험,해커스 한국어연구소,"인문, ","언어학, 한국어/한국사/한자능력시험, ",95,9.39,31.0,9788969652577.0
849,오십에 읽는 논어,최종엽,"인문, ","철학, 동양고전, ",96,9.58,298.0,9791190826839.0
850,행복의 기원,서은국,"인문, ","심리학, 교양심리, ",97,9.63,48.0,9788950995553.0
851,1일 1강 논어강독,박재희,"인문, ","철학, 동양고전, ",98,9.62,70.0,9788934986584.0
852,매우 예민한 사람들을 위한 상담소,전홍진,"인문, ","심리학, 교양심리, ",99,0.0,,9791160405231.0
853,"저, 감정적인 사람입니다",신종호,"인문, ","심리학, 교양심리, ",100,10.0,21.0,9788950943721.0
854,문과 남자의 과학 공부,유시민,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 과학이야기, ",1,9.41,169.0,9791192836188.0
855,모든 삶은 흐른다,로랑스 드빌레르,"인문, ","철학, 철학에세이, ",2,9.32,207.0,9791190299770.0
856,도둑맞은 집중력,요한 하리,"인문, 정치/사회, ","심리학, 교양심리, 사회학, 사회학이론, ",3,9.65,149.0,9791167740984.0
857,유현준의 인문 건축 기행,유현준,"인문, 기술/공학, ","인문학일반, 인문교양, 건축/인테리어, 교양건축/건축이야기, ",4,9.56,131.0,9788932474892.0
858,난세일기,도올(김용옥),"인문, ","철학, 교양철학, ",5,9.29,170.0,9788982641558.0
859,마음의 지혜,김경일,"인문, ","심리학, 교양심리, ",6,9.49,260.0,9791192625508.0
860,내면소통,김주환,"인문, ","심리학, 교양심리, ",7,9.65,226.0,9791168340855.0
861,"2023 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급)(상)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",8,9.88,240.0,9791138911726.0
862,도파민네이션,애나 렘키,"인문, ","인문학일반, 인문교양, ",9,9.41,162.0,9788965965046.0
863,"2023 큰별쌤 최태성의 별별한국사 한국사능력검정시험 심화(1,2,3급)(하)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",10,9.95,180.0,9791138911733.0
864,만일 내가 인생을 다시 산다면(30만 부 기념 리커버 에디션),김혜남,"인문, ","심리학, 교양심리, ",11,9.7,979.0,9791190538510.0
865,당신도 느리게 나이 들 수 있습니다,정희원,"인문, ","인문학일반, 인문교양, ",12,9.85,155.0,9791140702589.0
866,북마녀의 19금 웹소설 단어 사전,북마녀,,,13,10.0,20.0,9791191505290.0
867,평범하게 비범한 철학에세이,김필영,"인문, ","철학, 교양철학, ",14,9.38,3.0,9791190238946.0
868,지적 대화를 위한 넓고 얕은 지식 1,채사장,"인문, 인문, ","인문학일반, 인문교양, 인문학일반, 지식과학문, ",15,9.48,565.0,9791190313186.0
869,상처 받지 않는 영혼,마이클 A. 싱어,"인문, ","심리학, 심리치료, ",16,9.56,192.0,9788998075088.0
870,클루지,개리 마커스,"인문, 인문, ","인문학일반, 인문교양, 심리학, 교양심리, ",17,9.23,11.0,9788901272085.0
871,아비투스(양장특별판),도리스 메르틴,"인문, 인문, ","인문학일반, 인문교양, 인문학일반, 지식과학문, ",18,9.7,34.0,9791130698366.0
872,사피엔스,유발 하라리,"인문, 역사/문화, ","인문학일반, 인문교양, 역사일반, 인류학, ",19,9.6,2316.0,9788934972464.0
873,"2023 큰별쌤 최태성의 별별한국사 기출 500제 한국사능력검정시험 심화(1,2,3급)",최태성,"인문, ","언어학, 한국어/한국사/한자능력시험, ",20,9.82,139.0,9791138911832.0
874,집단 착각,토드 로즈,"인문, ","심리학, 교양심리, ",21,9.46,19.0,9788950910945.0
875,지적 대화를 위한 넓고 얕은 지식: 제로 편,채사장,"인문, ","인문학일반, 지식과학문, ",22,9.59,1140.0,9791190313131.0
876,더 좋은 삶을 위한 철학,마이클 슈어,"인문, ","철학, 교양철학, ",23,9.68,162.0,9788934965909.0
877,나의 사주명리: 심화 편,현묘,"인문, 인문, ","역학/사주, 사주학, 역학/사주, 사주학, ",24,10.0,2.0,9791168101845.0
878,초역 니체의 말,프리드리히 니체,"인문, ","철학, 서양철학자, ",25,9.66,115.0,9788978496629.0
879,정리하는 뇌,대니얼 J. 레비틴,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 뇌과학, ",26,9.28,392.0,9788937837654.0
880,미움받을 용기(200만 부 기념 스페셜 에디션),기시미 이치로 외,"인문, ","심리학, 교양심리, ",27,9.63,76.0,9791168340770.0
881,불안한 완벽주의자를 위한 책,마이클 투히그 외,"인문, ","심리학, 교양심리, ",28,9.38,19.0,9791190382991.0
882,내가 틀릴 수도 있습니다,비욘 나티코 린데블라드,"인문, 인문, 자기계발, ","인문학일반, 인문교양, 철학, 교양철학, 성공/처세, 삶의지혜/조언, ",29,9.58,611.0,9791130689890.0
883,"못 말리게 시끄럽고, 참을 수 없이 웃긴 철학책",스콧 허쇼비츠,"인문, ","철학, 교양철학, ",30,9.29,6.0,9791167741042.0
884,알아차림에 대한 알아차림,루퍼트 스파이라,"인문, 건강, ","철학, 동양철학일반, 운동/트레이닝, 명상, ",31,9.25,17.0,9791191587418.0
885,조국의 법고전 산책,조국,"인문, ","철학, 교양철학, ",32,9.72,390.0,9788997780518.0
886,베테랑의 공부,임종령,"인문, ","인문학일반, 인문교양, ",33,9.57,40.0,9791130699417.0
887,12가지 인생의 법칙(40만 부 기념 스페셜 에디션),조던 B. 피터슨,"인문, ","심리학, 교양심리, ",34,9.47,35.0,9791190538534.0
888,마흔에 읽는 니체(10만 부 양장 리커버 에디션),장재형,"인문, 인문, 인문, ","철학, 서양철학자, 철학, 교양철학, 철학, 서양철학일반, ",35,9.61,382.0,9791192300245.0
889,공정하다는 착각,마이클 샌델,"인문, 정치/사회, ","인문학일반, 인문교양, 사회학, 사회학일반, ",36,9.39,890.0,9791164136452.0
890,인생에서 가장 후회되는 게 뭐냐고 묻는다면,노우티,"인문, 자기계발, ","인문학일반, 인문교양, 성공/처세, 삶의지혜/조언, ",37,9.5,49.0,9791191891331.0
891,인스타 브레인,안데르스 한센,"인문, 과학, ","인문학일반, 인문교양, 교양과학, 뇌과학, ",38,9.37,155.0,9791157686179.0
892,수학자가 들려주는 진짜 논리 이야기,송용진,"인문, 과학, ","철학, 주제별철학, 교양과학, 교양수학/수학이야기, ",39,9.7,28.0,9791130699745.0
893,지적 대화를 위한 넓고 얕은 지식 2,채사장,"인문, 인문, ","인문학일반, 인문교양, 인문학일반, 지식과학문, ",40,9.57,312.0,9791190313193.0
894,팩트풀니스,한스 로슬링 외,"인문, ","인문학일반, 인문교양, ",41,9.58,1380.0,9788934985068.0
895,정의란 무엇인가,마이클 샌델,"인문, 인문, 정치/사회, ","인문학일반, 인문교양, 철학, 주제별철학, 정치/외교, 정치일반, ",42,9.57,1184.0,9788937834790.0
896,당신의 인생이 왜 힘들지 않아야 한다고 생각하십니까,아르투어 쇼펜하우어,"인문, ","철학, 서양철학자, ",43,10.0,5.0,9791192625553.0
897,소크라테스 익스프레스,에릭 와이너,"인문, 시/에세이, ","철학, 서양철학일반, 나라별 에세이, 영미에세이, ",44,9.61,1287.0,9791190030922.0
898,그럼에도 왜 사느냐 묻는다면,미나미 지키사이,"인문, ","인문학일반, 인문교양, ",45,9.81,26.0,9791168221741.0
899,욕망의 진화,데이비드 버스,"인문, ","심리학, 교양심리, ",46,9.31,212.0,9788983712073.0
900,진화하는 언어,닉 채터 외,"인문, ","언어학, 언어학일반, ",47,9.48,37.0,9791192097442.0
901,유시민의 글쓰기 특강,유시민,"인문, ","독서/글쓰기, 글쓰기, ",48,9.6,890.0,9788965133520.0
902,사랑의 기술,에리히 프롬,"인문, 시/에세이, 인문, ","심리학, 심리학자, 나라별 에세이, 독일에세이, 심리학, 심리이론, ",50,9.58,268.0,9788931011623.0
