title,author,genre_1,genre_2,brank,rate,count,isbn
"일론 머스크, 미래의 설계자",애슐리 반스,"경제/경영, 시/에세이, 경제/경영, ","경영일반, 외국기업가, 인물/자전적에세이, 기업가, 경영일반, 해외경영이야기, ",725,9.27,74.0,9788934971016
심플리 리치,리치 디보스,"경제/경영, 시/에세이, 경제/경영, ","경영일반, 외국기업가, 인물/자전적에세이, 기업가, 경영일반, 해외경영이야기, ",726,9.74,10.0,9788957931844
무인양품은 90%가 구조다,마쓰이 타다미쓰,"경제/경영, ","경영전략, 경영전략일반, ",727,9.52,32.0,9791156755258
창의성을 지휘하라,에드 캣멀 외,"경제/경영, 경제/경영, ","경영일반, 해외경영이야기, 경영전략, 경영혁신, ",728,9.38,49.0,9788937834646
거래의 신: 혼마 무네히사 평전,니시노 타케히코,"경제/경영, 시/에세이, 경제/경영, ","경영일반, 외국기업가, 인물/자전적에세이, 기업가, 경영일반, 해외경영이야기, ",729,10.0,2.0,9788991998841
시골의사의 부자경제학,박경철,"경제/경영, ","재테크/금융, 재테크, ",730,9.93,22.0,9788901131221
국부론 상,애덤 스미스,"경제/경영, ","경제이론, 자본론, ",731,9.37,53.0,9788937603600
피터 드러커 매니지먼트,피터 드러커,"경제/경영, ","경영이론, 경영학이론, ",732,9.21,24.0,9788935207022
엘리어트 파동이론,A. J. 프로스트 외,"경제/경영, ","재테크/금융, 주식/증권, ",630,8.96,46.0,9788991998568
네이버 증권으로 주식투자 하는 법,백영,"경제/경영, ","재테크/금융, 주식/증권, ",734,0.0,,9791160024043
세력주 투자 기술,디노(백새봄),"경제/경영, ","재테크/금융, 주식/증권, ",735,0.0,,9788969525505
"금과 부동산이 100% 오를 때, 200% 오른 수익률 1위 해외 ETF 백과사전",김태현,"경제/경영, ","재테크/금융, 주식/증권, ",736,0.0,,9791163430513
엔화의 미래,가라카마 다이스케,"경제/경영, 경제/경영, ","각국경제, 일본경제, 경제일반, 경제전망, ",737,0.0,,9788998342760
부자들의 지식 창고에는 뭔가 특별한 것이 있다,최성락,"경제/경영, ","재테크/금융, 재테크, ",738,0.0,,9791192376240
매출 최소화 이익 최대화,기노시타 가쓰히,"경제/경영, ","경영전략, 경영전략일반, ",739,10.0,1.0,9791189249748
IFRS 고급회계,김기동,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 중급/고급/재무회계, 대학교재, 경제/경영, ",740,0.0,,9791156264491
내가 너무 애매하게 구나?,샘 젤,"경제/경영, 시/에세이, 경제/경영, 경제/경영, ","경영전략, 경영전략일반, 인물/자전적에세이, 기업가, 경영일반, 해외경영이야기, 경영일반, 외국기업가, ",741,10.0,2.0,9791198310200
혼자서 터득하는 상속세 및 증여세 실전 가이드(2023),강민정,"경제/경영, ","세무/회계, 상속/증여세, ",742,0.0,,9791167841704
"2023 M&A와 투자, 기업재편 가이드",이중욱 외,"경제/경영, ","경제실무, 합병/M&A, ",743,0.0,,9791167841711
ESG 생존 경영,이준희 외,"경제/경영, ","경영전략, 경영전략일반, ",744,10.0,2.0,9788927879824
김한나 변호사의 쫄지마 임대차법: 임대인 편,김한나,"경제/경영, ","재테크/금융, 부동산, ",745,9.75,10.0,9791185860657
퇴직연금 실무,손재성,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 세금일반/조세정책, 대학교재, 경제/경영, ",746,0.0,,9791191345964
니켄세케이 미래를 짓다,미야자와 히로시,"경제/경영, 기술/공학, ","경영전략, 경영혁신, 건축/인테리어, 교양건축/건축이야기, ",747,0.0,,9788962850161
배달장사의 진짜 부자들(리커버 에디션),장배남TV 외,"경제/경영, 경제/경영, 경제/경영, ","경영전략, e-비즈니스, 마케팅/광고/고객, 인터넷마케팅, 유통/창업, 창업, ",748,9.88,64.0,9788972773757
반도체 경제를 쉽게 읽는 책,김희영,"경제/경영, 경제/경영, 기술/공학, ","경제일반, 경제전망, 경제실무, 산업경제, 전기/전자, 디지털/제어공학, ",749,10.0,7.0,9791186518670
하모닉 이론: 차트 분석의 새로운 패러다임,하모린,"경제/경영, 경제/경영, ","재테크/금융, 금융경제, 재테크/금융, 주식/증권, ",750,8.93,6.0,9791170434054
"빅데이터, 인공지능을 만나다",심준식 외,"경제/경영, 컴퓨터/IT, ","경제일반, 경제전망, 전산통계/해석, 자료분석/빅데이터, ",651,0.0,,9788928781355
나쁜 사마리아인들(리커버),장하준,"경제/경영, ","경제일반, 경제학일반, ",652,4.38,6.0,9788960519732
엄마와 딸의 부동산 발품 시크릿,부엉이날다,"경제/경영, ","재테크/금융, 부동산, ",653,9.94,35.0,9791129710574
디즈니 리더십 수업,댄 코커렐,"경제/경영, 자기계발, ","경영관리, 조직관리, 비즈니스능력계발, 리더십향상, ",654,9.71,16.0,9791139710823
"퀄리티 투자, 그 증명의 기록",테리 스미스,"경제/경영, ","재테크/금융, 재테크, ",655,10.0,13.0,9791191484144
부동산 경매와 권리분석 완전정복,이충호,"경제/경영, ","재테크/금융, 부동산, ",656,10.0,1.0,9791192534077
실무자들이 궁금해하는 무역 실무 A to Z,장재환,"경제/경영, ","무역/운송, 무역, ",657,10.0,4.0,9791170485407
한경무크 챗GPT 2023,한경비즈니스 외,"경제/경영, ","경제일반, 경제전망, ",658,9.12,10.0,9791192522388
글로벌경제 상식사전(2023),신동원,"경제/경영, ","경제일반, 경제상식/경제이야기, ",659,10.0,5.0,9791140703494
아무도 알려주지 않는 재개발 재건축 실무,이근호,"경제/경영, ","재테크/금융, 부동산, ",660,10.0,1.0,9791138816601
나는 당신이 미국 부동산으로 부자가 되면 좋겠습니다,고미연,"경제/경영, ","재테크/금융, 부동산, ",661,9.96,40.0,9791170433880
세법강의,이창희,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 세법이론, 대학교재, 경제/경영, ",662,10.0,5.0,9791130343853
월가아재의 제2라운드 투자 수업,최한철,"경제/경영, ","재테크/금융, 재테크, ",663,9.66,47.0,9791188754762
IFRS 중급회계 2,김기동 외,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 중급/고급/재무회계, 대학교재, 경제/경영, ",664,10.0,4.0,9791156264330
돈이 되는 공간,최인욱,"경제/경영, ","재테크/금융, 부동산, ",665,9.62,12.0,9791192381312
경리회계에서 노무 급여 세금 4대 보험까지,손원준,"경제/경영, 경제/경영, 경제/경영, 경제/경영, 대학교재, ","세무/회계, 기업회계, 경영관리, 인사/총무/임금, 경영관리, 인사/총무/임금, 대학교재, 경제/경영, ",666,8.85,7.0,9791190819244
인사쟁이 노무관리 교과서,손원준,"경제/경영, ","경영관리, 인사/총무/임금, ",667,10.0,1.0,9791190819176
가치투자의 비밀,크리스토퍼 브라운,"경제/경영, ","재테크/금융, 재테크, ",668,9.64,11.0,9788965965497
작은 것이 아름답다,E. F. 슈마허,"경제/경영, ","경제일반, 경제비평, ",669,0.0,,9788931022940
세력을 이기는 주식투자 치트키,박영수 외,"경제/경영, ","재테크/금융, 주식/증권, ",670,9.52,17.0,9791187911999
소음과 투자,리처드 번스타인,"경제/경영, ","재테크/금융, 주식/증권, ",671,9.81,25.0,9791188754700
도쿄 리테일 트렌드,정희선,"경제/경영, 경제/경영, ","마케팅/광고/고객, 마케팅전략, 경제일반, 경제전망, ",672,8.67,11.0,9791170433637
도시의 생존,에드워드 글레이저 외,"경제/경영, ","경제일반, 경제전망, ",673,9.44,13.0,9788947548588
1년 안에 1억 공부방,김보미,"경제/경영, ","유통/창업, 창업, ",674,10.0,2.0,9791188326716
넘버스 스틱!,칩 히스 외,"경제/경영, 경제/경영, ","경영이론, 경영수학/경영통계, 경영관리, 경영관리/기업경영, ",675,9.7,86.0,9788901264646
예정된 미래,이현훈,"경제/경영, ","경제일반, 경제전망, ",677,9.64,6.0,9791192381183
화폐와 금융시장,정운찬 외,"경제/경영, 경제/경영, 경제/경영, 대학교재, ","재테크/금융, 금융경제, 재테크/금융, 금융경제, 대학교재, 경제/경영, ",678,10.0,7.0,9791191812312
대한민국 위기와 기회의 시간,선대인,"경제/경영, ","각국경제, 한국경제, ",679,9.63,72.0,9791191521153
난처한 경제 이야기 1: 기본 편,송병건,"경제/경영, ","경제일반, 경제상식/경제이야기, ",680,9.57,24.0,9791162732243
난처한 경제 이야기 3: 금융 편,송병건,"경제/경영, ","경제일반, 경제상식/경제이야기, ",681,10.0,19.0,9791162732267
나의 첫 모빌리티 수업,조정희,"경제/경영, 과학, 청소년, ","경제일반, 경제전망, 청소년 교양과학, 청소년 과학/컴퓨터, ",682,9.66,39.0,9791167850744
월급쟁이 건물주 클레이튼커쇼의 파이프라인 수업,클레이튼커쇼,"경제/경영, ","재테크/금융, 부동산, ",683,9.69,21.0,9791167961037
퍼스트 브랜딩(First Branding),국도형,"경제/경영, ","마케팅/광고/고객, 광고/홍보/브랜드, ",684,9.6,50.0,9791192372013
지정학적 알파,마르코 파픽,"경제/경영, ","경제일반, 경제전망, ",685,7.73,7.0,9791191904154
어떻게 회사는 강해지는가,이나모리 가즈오,"경제/경영, 경제/경영, ","경영일반, 해외경영이야기, 경영전략, 경영전략일반, ",686,10.0,9.0,9791130689128
M&A거래와 PMI전략 A부터 Z까지,엄인수,"경제/경영, 경제/경영, 대학교재, ","경제실무, 합병/M&A, 대학교재, 경제/경영, ",687,10.0,2.0,9791196263034
핵심경매실무(2022),옥션원,"경제/경영, ","재테크/금융, 부동산, ",688,10.0,2.0,9791196839819
따라 하면 무조건 돈 버는 실전 부동산 경매: 수익실현편,유근용 외,"경제/경영, ","재테크/금융, 부동산, ",689,9.47,65.0,9791162542705
K-IFRS 회계원리,김용식,"경제/경영, 경제/경영, 대학교재, ","세무/회계, 회계이론/회계원리, 대학교재, 경제/경영, ",690,10.0,1.0,9791130315218
강남 되는 강북 부동산은 정해져 있다,엄재웅(서경파파),"경제/경영, ","재테크/금융, 부동산, ",691,9.94,62.0,9791168122178
The Core 경영학의 이해,William G. Nickels 외,"경제/경영, 경제/경영, 대학교재, ","경영이론, 경영학이론, 대학교재, 경제/경영, ",692,0.0,,9791186689417
3개의 질문으로 주식시장을 이기다(리커버),켄 피셔 외,"경제/경영, ","재테크/금융, 주식/증권, ",693,9.81,16.0,9791190122160
세븐 테크,김미경 외,"경제/경영, ","경제일반, 경제전망, ",694,9.13,161.0,9788901255712
"개장 전, 아직 켜지지 않은 모니터 앞에서",강민우(돈깡),"경제/경영, ","재테크/금융, 재테크, ",695,9.07,87.0,9791191328394
맥킨지 논리력 수업,저우궈위안,"경제/경영, ","경영전략, 경영전략일반, ",696,9.58,8.0,9791191464603
"Why를 소통하는 도구, OKR",장영학 외,"경제/경영, ","경영관리, 조직관리, ",697,9.63,24.0,9791168320000
부의 시작,박민수,"경제/경영, ","재테크/금융, 주식/증권, ",698,9.8,28.0,9791165216955
인간적인 브랜드가 살아남는다,마크 W. 셰퍼,"경제/경영, ","마케팅/광고/고객, 마케팅전략, ",699,9.83,24.0,9788925579627
좋아 보이는 것들의 비밀,이랑주,"경제/경영, ","마케팅/광고/고객, 마케팅전략, ",700,9.4,44.0,9791191521092
다모다란의 투자 전략 바이블,애스워드 다모다란,"경제/경영, ","재테크/금융, 주식/증권, ",601,9.96,69.0,9791188754526
종목 선정 나에게 물어봐,김정수,"경제/경영, ","재테크/금융, 주식/증권, ",602,8.47,70.0,9791164408580
그래서 브랜딩이 필요합니다,전우성,"경제/경영, ","마케팅/광고/고객, 광고/홍보/브랜드, ",603,9.1,32.0,9788986022421
왜 사업하는가,이나모리 가즈오,"경제/경영, ","경영관리, 경영관리/기업경영, ",604,9.92,20.0,9791130639383
